@examples
dim 36
format xy
0.166666666666667+0.00000000000000i -0.116667050410682+0.119023430996797i -0.163637072400271+0.0316336263183062i 0.0930074158392775 - 0.138301837936730i 0.139401956051610 - 0.0913502732714183i 0.157785679324070+0.0536792061977415i -0.116667050410682 - 0.119023430996797i 0.166666666666667+0.00000000000000i 0.137137183884325+0.0947162635140060i -0.163872360820085+0.0303912345427066i -0.162818627887680 - 0.0356071929608471i -0.0721158390536710 - 0.150256725424730i -0.163637072400271 - 0.0316336263183062i 0.137137183884325 - 0.0947162635140060i 0.166666666666667+0.00000000000000i -0.117566699399277+0.118134876180313i -0.154206410303399+0.0632310113719322i -0.144729112088136 - 0.0826514482145197i 0.0930074158392775+0.138301837936730i -0.163872360820085 - 0.0303912345427066i -0.117566699399277 - 0.118134876180313i 0.166666666666667+0.00000000000000i 0.153595958308563+0.0646997632843587i 0.0435078324854658+0.160887682220220i 0.139401956051610+0.0913502732714183i -0.162818627887680+0.0356071929608471i -0.154206410303399 - 0.0632310113719322i 0.153595958308563 - 0.0646997632843587i 0.166666666666667+0.00000000000000i 0.102552133077305+0.131380507606998i 0.157785679324070 - 0.0536792061977415i -0.0721158390536710+0.150256725424730i -0.144729112088136+0.0826514482145197i 0.0435078324854658 - 0.160887682220220i 0.102552133077305 - 0.131380507606998i 0.166666666666667+0.00000000000000i 13.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.166652234922414+0.00219325628738606i 0.165197009599394 - 0.0220845148734487i 0.164109000142813+0.0290863172282784i 0.164666443793040 - 0.0257437383907510i -0.157291311986549+0.0551109875735123i -0.166652234922414 - 0.00219325628738606i 0.166666666666667+0.00000000000000i -0.165473327120032+0.0199086862852577i -0.163712027379269 - 0.0312433972088087i -0.164990960945535+0.0235745749494362i 0.158002927178621 - 0.0530363345336492i 0.165197009599394+0.0220845148734487i -0.165473327120032 - 0.0199086862852577i 0.166666666666667+0.00000000000000i 0.158807753198984+0.0505754416853500i 0.166625652416193 - 0.00369726042573530i -0.163206922805405+0.0337828081450943i 0.164109000142813 - 0.0290863172282784i -0.163712027379269+0.0312433972088087i 0.158807753198984 - 0.0505754416853500i 0.166666666666667+0.00000000000000i 0.157646729438840 - 0.0540859175295667i -0.145259665643622+0.0817154043915898i 0.164666443793040+0.0257437383907510i -0.164990960945535 - 0.0235745749494362i 0.166625652416193+0.00369726042573530i 0.157646729438840+0.0540859175295667i 0.166666666666667+0.00000000000000i -0.163916182985490+0.0301539837043977i -0.157291311986549 - 0.0551109875735123i 0.158002927178621+0.0530363345336492i -0.163206922805405 - 0.0337828081450943i -0.145259665643622 - 0.0817154043915898i -0.163916182985490 - 0.0301539837043977i 0.166666666666667+0.00000000000000i 14.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.149225243121979+0.0742267107782913i -0.157182701040338 - 0.0554199988401445i 0.166194795851094 - 0.0125326617201192i -0.0156796442687578+0.165927473714822i 0.158205383051067 - 0.0524293291149428i -0.149225243121979 - 0.0742267107782913i 0.166666666666667+0.00000000000000i 0.116051895312438+0.119623306141273i -0.154384302439612 - 0.0627954213140761i 0.0879362959780449 - 0.141580315112799i -0.164999360385096 - 0.0235157149644044i -0.157182701040338+0.0554199988401445i 0.116051895312438 - 0.119623306141273i 0.166666666666667+0.00000000000000i -0.152570320876377+0.0670825980821931i -0.0403867893798513 - 0.161699366174903i -0.131769096410090+0.102052354255286i 0.166194795851094+0.0125326617201192i -0.154384302439612+0.0627954213140761i -0.152570320876377 - 0.0670825980821931i 0.166666666666667+0.00000000000000i -0.0281123290584349+0.164278649655663i 0.161699942308359 - 0.0403844826047211i -0.0156796442687578 - 0.165927473714822i 0.0879362959780449+0.141580315112799i -0.0403867893798513+0.161699366174903i -0.0281123290584349 - 0.164278649655663i 0.166666666666667+0.00000000000000i -0.0670804215374924 - 0.152571277847864i 0.158205383051067+0.0524293291149428i -0.164999360385096+0.0235157149644044i -0.131769096410090 - 0.102052354255286i 0.161699942308359+0.0403844826047211i -0.0670804215374923+0.152571277847864i 0.166666666666667+0.00000000000000i 15.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.141690696946009 - 0.0877583282471353i -0.0152002773794329 - 0.165972073992482i -0.161043856481033 - 0.0429261466648731i -0.160949809076534+0.0432774391109837i -0.128764728259887+0.105817874359369i 0.141690696946009+0.0877583282471353i 0.166666666666667+0.00000000000000i 0.0744701631217536 - 0.149103898615687i -0.114307736365620 - 0.121291051544397i -0.159618277971470 - 0.0479560539994710i -0.165186983049903+0.0221593864682398i -0.0152002773794329+0.165972073992482i 0.0744701631217536+0.149103898615687i 0.166666666666667+0.00000000000000i 0.0574347172754386 - 0.156457761166611i -0.0284181875052195 - 0.164226016199310i -0.0936333149199774 - 0.137878860290017i -0.161043856481033+0.0429261466648731i -0.114307736365620+0.121291051544397i 0.0574347172754386+0.156457761166611i 0.166666666666667+0.00000000000000i 0.144373465530077 - 0.0832711248189513i 0.0971664889391342 - 0.135412153092028i -0.160949809076534 - 0.0432774391109837i -0.159618277971470+0.0479560539994710i -0.0284181875052195+0.164226016199310i 0.144373465530077+0.0832711248189513i 0.166666666666667+0.00000000000000i 0.151825110261972 - 0.0687525539286936i -0.128764728259887 - 0.105817874359369i -0.165186983049903 - 0.0221593864682398i -0.0936333149199774+0.137878860290017i 0.0971664889391341+0.135412153092028i 0.151825110261972+0.0687525539286936i 0.166666666666667+0.00000000000000i 16.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.166161885121256 - 0.0129617016910708i 0.00109190343941958+0.166663089868923i -0.158702292775669 - 0.0509054029109250i 0.0678142155894767+0.152246543283458i -0.142323388012852 - 0.0867284901420570i -0.166161885121256+0.0129617016910708i 0.166666666666667+0.00000000000000i -0.0140500199259447 - 0.166073401596578i 0.162180556725995+0.0384089156033350i -0.0794490730674216 - 0.146511510013737i 0.148637227598387+0.0753972966998361i 0.00109190343941958 - 0.166663089868923i -0.0140500199259447+0.166073401596578i 0.166666666666667+0.00000000000000i -0.0519440359168966+0.158365384192512i 0.152687555404365 - 0.0668153290975713i -0.0876590492617365+0.141752138820923i -0.158702292775669+0.0509054029109250i 0.162180556725995 - 0.0384089156033350i -0.0519440359168966 - 0.158365384192512i 0.166666666666667+0.00000000000000i -0.111074658746841 - 0.124258593111505i 0.162011980366671+0.0391138849444458i 0.0678142155894767 - 0.152246543283458i -0.0794490730674216+0.146511510013737i 0.152687555404365+0.0668153290975713i -0.111074658746841+0.124258593111505i 0.166666666666667+0.00000000000000i -0.137133970478700+0.0947209159506228i -0.142323388012852+0.0867284901420570i 0.148637227598387 - 0.0753972966998361i -0.0876590492617365 - 0.141752138820923i 0.162011980366671 - 0.0391138849444458i -0.137133970478700 - 0.0947209159506227i 0.166666666666667+0.00000000000000i 17.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.156311694798494+0.0578310629938645i -0.0111539593675113 - 0.166293015392126i 0.0168337361288307+0.165814363387864i 0.166661925390261 - 0.00125714079912325i -0.160855621423885 - 0.0436262172794473i 0.156311694798494 - 0.0578310629938645i 0.166666666666667+0.00000000000000i -0.0681623768461855 - 0.152090986453690i 0.0733231843107556+0.149671267851611i 0.155871037364313 - 0.0590084526890053i -0.165999391933825+0.0148989816893050i -0.0111539593675113+0.166293015392126i -0.0681623768461855+0.152090986453690i 0.166666666666667+0.00000000000000i -0.166569199751268+0.00569907641640377i -0.00989931965793301+0.166372417329580i 0.0542934737216948 - 0.157575367646753i 0.0168337361288307 - 0.165814363387864i 0.0733231843107556 - 0.149671267851611i -0.166569199751268 - 0.00569907641640377i 0.166666666666667+0.00000000000000i 0.0155825452406819 - 0.165936620616427i -0.0596499271866058+0.155626681402677i 0.166661925390261+0.00125714079912325i 0.155871037364313+0.0590084526890053i -0.00989931965793301 - 0.166372417329580i 0.0155825452406819+0.165936620616427i 0.166666666666667+0.00000000000000i -0.160521979672189 - 0.0448382852024812i -0.160855621423885+0.0436262172794473i -0.165999391933825 - 0.0148989816893050i 0.0542934737216948+0.157575367646753i -0.0596499271866058 - 0.155626681402677i -0.160521979672189+0.0448382852024812i 0.166666666666667+0.00000000000000i 18.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.137864970685475+0.0936537646636313i -0.100968898501133+0.132601128627345i -0.103682148035770+0.130490574205444i 0.149126045414302+0.0744258043750238i -0.127190389661840+0.107705072097126i 0.137864970685475 - 0.0936537646636313i 0.166666666666667+0.00000000000000i -0.00900887602443720+0.166423009017846i -0.0124392166325984+0.166201816077157i 0.165177087883941 - 0.0222330253442608i -0.0446886832016405+0.160563692569277i -0.100968898501133 - 0.132601128627345i -0.00900887602443721 - 0.166423009017846i 0.166666666666667+0.00000000000000i 0.166631218177652+0.00343728183447867i -0.0311288813051155 - 0.163733840504857i 0.162744525978326+0.0359443603624790i -0.103682148035770 - 0.130490574205444i -0.0124392166325984 - 0.166201816077157i 0.166631218177652 - 0.00343728183447867i 0.166666666666667+0.00000000000000i -0.0344990566082141 - 0.163057023371951i 0.163451217074633+0.0325803225060614i 0.149126045414302 - 0.0744258043750238i 0.165177087883941+0.0222330253442608i -0.0311288813051155+0.163733840504857i -0.0344990566082141+0.163057023371951i 0.166666666666667+0.00000000000000i -0.0657081791932549+0.153167271193571i -0.127190389661840 - 0.107705072097126i -0.0446886832016405 - 0.160563692569277i 0.162744525978326 - 0.0359443603624790i 0.163451217074633 - 0.0325803225060614i -0.0657081791932549 - 0.153167271193571i 0.166666666666667+0.00000000000000i 19.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.160103340132925+0.0463108870143795i 0.161221227311370 - 0.0422551019640621i -0.148838586271341+0.0749990200904406i -0.0502348240353996 - 0.158915827505980i -0.149541586950355+0.0735873056317948i -0.160103340132925 - 0.0463108870143795i 0.166666666666667+0.00000000000000i -0.166613569474312 - 0.00420669048139670i 0.163816955689811 - 0.0306884800259031i 0.00409938111978715+0.166616244262714i 0.164100005738021 - 0.0291370193149432i 0.161221227311370+0.0422551019640621i -0.166613569474312+0.00420669048139670i 0.166666666666667+0.00000000000000i -0.162990184746487+0.0348134665622913i -0.00830349293873620 - 0.166459694168871i -0.163312303709750+0.0332696443442397i -0.148838586271341 - 0.0749990200904405i 0.163816955689811+0.0306884800259031i -0.162990184746487 - 0.0348134665622913i 0.166666666666667+0.00000000000000i -0.0266499068927488+0.164522218075206i 0.166659205223664+0.00157705167775562i -0.0502348240353996+0.158915827505980i 0.00409938111978715 - 0.166616244262714i -0.00830349293873620+0.166459694168871i -0.0266499068927488 - 0.164522218075206i 0.166666666666667+0.00000000000000i -0.0250919535719196 - 0.164767022318553i -0.149541586950355 - 0.0735873056317948i 0.164100005738021+0.0291370193149432i -0.163312303709750 - 0.0332696443442397i 0.166659205223664 - 0.00157705167775562i -0.0250919535719196+0.164767022318553i 0.166666666666667+0.00000000000000i 20.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.129138736538208 - 0.105361114758212i -0.0748829321450108+0.148897025662514i -0.0990116717936783 - 0.134068887615280i 0.123421554261198+0.112004007613692i -0.153643437330453 - 0.0645869332222939i 0.129138736538208+0.105361114758212i 0.166666666666667+0.00000000000000i -0.152149463120806+0.0680317473671538i 0.00803643153340860 - 0.166472801219859i 0.0248258188758423+0.164807331435594i -0.0782182085467611 - 0.147172312713748i -0.0748829321450108 - 0.148897025662514i -0.152149463120806 - 0.0680317473671538i 0.166666666666667+0.00000000000000i -0.0752890457958424+0.148692089100023i 0.0446093743379239 - 0.160585745005454i 0.0113308130320770+0.166281058614052i -0.0990116717936784+0.134068887615280i 0.00803643153340860+0.166472801219859i -0.0752890457958424 - 0.148692089100023i 0.166666666666667+0.00000000000000i -0.163418562791979+0.0327437186767455i 0.143229551290864 - 0.0852236669874951i 0.123421554261198 - 0.112004007613692i 0.0248258188758423 - 0.164807331435594i 0.0446093743379239+0.160585745005454i -0.163418562791979 - 0.0327437186767455i 0.166666666666667+0.00000000000000i -0.157181443186393+0.0554235662477647i -0.153643437330453+0.0645869332222939i -0.0782182085467611+0.147172312713748i 0.0113308130320770 - 0.166281058614052i 0.143229551290864+0.0852236669874951i -0.157181443186393 - 0.0554235662477647i 0.166666666666667+0.00000000000000i 21.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.166659144384680 - 0.00158346794858849i 0.166358019921451 - 0.0101383916669136i 0.165796903791728 - 0.0170048366900174i 0.165796593708014 - 0.0170078597300676i 0.165272041257065 - 0.0215158117787977i 0.166659144384680+0.00158346794858849i 0.166666666666667+0.00000000000000i 0.166446834479361 - 0.00855739852864999i 0.165950980448569 - 0.0154288647001806i 0.165950699100172 - 0.0154318905498356i 0.165468999509710 - 0.0199446228100072i 0.166358019921451+0.0101383916669136i 0.166446834479361+0.00855739852864999i 0.166666666666667+0.00000000000000i 0.166524277910968 - 0.00688786207822078i 0.166524152294075 - 0.00689089838246306i 0.166274791552481 - 0.0114224109520139i 0.165796903791728+0.0170048366900174i 0.165950980448569+0.0154288647001806i 0.166524277910968+0.00688786207822078i 0.166666666666667+0.00000000000000i 0.166666666638962 - 3.03890161976452e-06i 0.166604793535871 - 0.00454098542692822i 0.165796593708014+0.0170078597300676i 0.165950699100172+0.0154318905498356i 0.166524152294075+0.00689089838246306i 0.166666666638962+3.03890161976452e-06i 0.166666666666667+0.00000000000000i 0.166604876305824 - 0.00453794765271176i 0.165272041257065+0.0215158117787976i 0.165468999509710+0.0199446228100072i 0.166274791552481+0.0114224109520139i 0.166604793535871+0.00454098542692822i 0.166604876305824+0.00453794765271176i 0.166666666666667+0.00000000000000i 22.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.150867443350323 - 0.0708293181861500i 0.151684411012329+0.0690624154922239i -0.0903170167309880 - 0.140073603032806i 0.0753143182879809+0.148679289877893i 0.158114564390751 - 0.0527025834784288i 0.150867443350323+0.0708293181861500i 0.166666666666667+0.00000000000000i 0.107955572903561+0.126977840810283i -0.0222274776392484 - 0.165177834516543i 0.00498975550396828+0.166591956942070i 0.165523368843051+0.0194882565824970i 0.151684411012329 - 0.0690624154922239i 0.107955572903561 - 0.126977840810283i 0.166666666666667+0.00000000000000i -0.140241029156251 - 0.0900568238334744i 0.130152953417660+0.104105650636448i 0.122062481126287 - 0.113483604450478i -0.0903170167309880+0.140073603032806i -0.0222274776392484+0.165177834516543i -0.140241029156251+0.0900568238334744i 0.166666666666667+0.00000000000000i -0.165769250246724 - 0.0172723319333760i -0.0413891700031895+0.161445701039776i 0.0753143182879809 - 0.148679289877893i 0.00498975550396828 - 0.166591956942070i 0.130152953417660 - 0.104105650636448i -0.165769250246724+0.0172723319333760i 0.166666666666667+0.00000000000000i 0.0244350476531240 - 0.164865721797975i 0.158114564390751+0.0527025834784288i 0.165523368843051 - 0.0194882565824970i 0.122062481126287+0.113483604450478i -0.0413891700031895 - 0.161445701039776i 0.0244350476531240+0.164865721797975i 0.166666666666667+0.00000000000000i 23.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.164963385807129 - 0.0237667650475656i 0.109049051583897+0.126040002088346i -0.0761997255288078 - 0.148227459018605i 0.0784240203577060+0.147062744462056i -0.0314241199011222 - 0.163677434199763i -0.164963385807129+0.0237667650475656i 0.166666666666667+0.00000000000000i -0.125907983307386 - 0.109201453823861i 0.0965583114773933+0.135846495215786i -0.0985937857301653 - 0.134376497919733i 0.0544434740226746+0.157523604307799i 0.109049051583897 - 0.126040002088346i -0.125907983307386+0.109201453823861i 0.166666666666667+0.00000000000000i -0.161952582264750 - 0.0393591015593246i 0.162527121963117+0.0369149347035024i -0.144340047722576 - 0.0833290369632477i -0.0761997255288079+0.148227459018605i 0.0965583114773933 - 0.135846495215786i -0.161952582264750+0.0393591015593246i 0.166666666666667+0.00000000000000i -0.166647754524214+0.00251071500074535i 0.159935996889393+0.0468855486986528i 0.0784240203577060 - 0.147062744462056i -0.0985937857301653+0.134376497919733i 0.162527121963117 - 0.0369149347035024i -0.166647754524214 - 0.00251071500074535i 0.166666666666667+0.00000000000000i -0.159211550992640 - 0.0492895507008933i -0.0314241199011222+0.163677434199763i 0.0544434740226746 - 0.157523604307799i -0.144340047722576+0.0833290369632477i 0.159935996889393 - 0.0468855486986528i -0.159211550992640+0.0492895507008933i 0.166666666666667+0.00000000000000i 24.0000000000000+0.00000000000000i
